FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE
26;FIBC;6,900;S;CG
26;STARCH;1,10;F;E
26;SUGAR;0;S;S
26;RIBF;2,000;F;E
26;THIA;0,5000;F;E
26;VITC;0;F;E
26;VITA;0;S;S
26;VITD;0;F;E
26;VITE;0;S;S
26;CA;12,00;F;E
26;FE;2,100;F;E
26;NA;4,40;F;E
26;FACIDCTG;0;S;S
26;FAPU;0;S;S
26;FAMCIS;0;S;S
26;FASAT;0;S;S
27;ENERC;1490,15;S;S
27;CHOAVL;86,000;S;S
27;FAT;0,600;D;AG
27;PROT;0,35;D;AG
27;FIBC;0;S;U
27;STARCH;86,00;S;CG
27;SUGAR;0;S;S
27;RIBF;0;F;E
27;THIA;0;F;E
27;VITC;0;F;E
27;VITA;0;S;S
27;VITD;0;F;E
27;VITE;0;S;S
27;CA;10,00;F;E
27;FE;0,300;F;E
27;NA;1;S;I
27;FACIDCTG;0;S;S
27;FAPU;0;S;S
27;FAMCIS;0;S;S
27;FASAT;0;S;S
28;ENERC;549,76;S;S
28;CHOAVL;14,100;S;S
28;FAT;6,000;F;E
28;PROT;4,38;S;S
28;FIBC;1,700;S;CG
28;STARCH;0;D;AG
28;SUGAR;14,100;S;S
28;RIBF;0;F;E
28;THIA;0;F;E
28;VITC;0;F;E
28;VITA;0;S;S
28;VITD;0;F;E
28;VITE;1,050;S;S
28;CA;77,00;F;E
28;FE;2,300;F;E
28;NA;1160,00;L;P
28;FACIDCTG;1,0907;S;S
28;FAPU;0,3907;S;S
28;FAMCIS;0,5350;S;S
28;FASAT;0,1171;S;S
30;ENERC;10,71;S;S
30;CHOAVL;0;S;S
30;FAT;0;F;E
30;PROT;0,63;S;S
30;FIBC;0;F;E
30;STARCH;0;F;E
30;SUGAR;0;S;U
30;RIBF;0;F;E
30;THIA;0;F;E
30;VITC;0;F;E
30;VITA;0;S;S
30;VITD;0;F;E
30;VITE;0;S;S
30;CA;150,00;D;AG
30;FE;0,810;D;AG
30;NA;38700,00;F;E
30;FACIDCTG;0;S;S
30;FAPU;0;S;S
30;FAMCIS;0;S;S
30;FASAT;0;S;S
31;ENERC;252,35;S;S
31;CHOAVL;9,500;S;S
31;FAT;0,08;F;E
31;PROT;5,17;S;S
31;FIBC;0;S;U
31;STARCH;6,50;S;IG
31;SUGAR;3,000;S;S
31;RIBF;0,250;F;E
31;THIA;0,0200;F;E
31;VITC;0;F;E
31;VITA;0;S;S
31;VITD;0;F;E
31;VITE;0;S;S
31;CA;82,00;F;E
31;FE;4,800;F;E
31;NA;5900,00;F;E
31;FACIDCTG;0,0586;S;S
31;FAPU;1,629;S;S
31;FAMCIS;0,0110;S;S
31;FASAT;0,4050;S;S
32;ENERC;2161,12;S;S
32;CHOAVL;53,260;S;S
32;FAT;31,000;L;P
32;PROT;3,9;L;P
32;FIBC;5,3;L;P
32;STARCH;2,86;S;R
32;SUGAR;50,400;S;S
32;RIBF;0,052;S;R
32;THIA;0,0026;S;R
32;VITC;0;S;R
32;VITA;16,41;S;S
32;VITD;0;S;R
32;VITE;3,591;S;S
32;CA;50,00;F;E
32;FE;3,500;F;E
32;NA;10;L;P
32;FACIDCTG;26,7065;S;S
32;FAPU;1,0342;S;S
32;FAMCIS;8,4444;S;S
32;FASAT;16,0534;S;S
33;ENERC;2261,21;S;S
33;CHOAVL;50,000;S;S
33;FAT;33,000;L;P
33;PROT;10,13;S;T
33;FIBC;1,6;L;P
33;STARCH;0;F;E
33;SUGAR;50,000;S;S
33;RIBF;0,490;F;E
33;THIA;0,0700;F;E
33;VITC;0;F;E
33;VITA;103,82;S;S
33;VITD;0;F;E
33;VITE;0,480;S;S
33;CA;400,00;F;E
33;FE;2,000;F;E
33;NA;100;L;P
33;FACIDCTG;28,2399;S;S
33;FAPU;0,9100;S;S
33;FAMCIS;9,0085;S;S
33;FASAT;17,0345;S;S
34;ENERC;2487,50;S;S
34;CHOAVL;34,800;S;R
34;FAT;40,600;S;R
34;PROT;19,00;S;S
34;FIBC;8,610;S;R
34;STARCH;0,35;S;R
34;SUGAR;34,450;S;R
34;RIBF;0,126;S;R
34;THIA;1,0290;S;R
34;VITC;0;S;R
34;VITA;2,09;S;S
34;VITD;0;S;R
34;VITE;1,610;S;S
34;CA;682,62;S;R
34;FE;6,178;S;R
34;NA;31,53;S;R
34;FACIDCTG;22,5109;S;S
34;FAPU;7,9509;S;S
34;FAMCIS;8,8382;S;S
34;FASAT;4,7318;S;S
35;ENERC;812,00;S;S
35;CHOAVL;0;L;P
35;FAT;0;L;P
35;PROT;0;L;P
35;FIBC;34;L;P
35;STARCH;0;S;IG
35;SUGAR;0;L;P
35;RIBF;0;S;I
35;THIA;0;S;I
35;VITC;0;S;U
35;VITA;0;S;S
35;VITD;0;S;I
35;VITE;0;S;S
35;CA;270,00;F;E
35;FE;2,400;F;E
35;NA;70;L;P
35;FACIDCTG;0;S;IG
35;FAPU;0;S;IG
35;FAMCIS;0;S;IG
35;FASAT;0;L;P
36;ENERC;5,27;S;S
36;CHOAVL;0;S;IG
36;FAT;0;S;IG
36;PROT;0,31;S;S
36;FIBC;0;S;U
36;STARCH;0;S;U
36;SUGAR;0;S;U
36;RIBF;0;S;IG
36;THIA;0;S;IG
36;VITC;0;S;IG
36;VITA;0;S;S
36;VITD;0;S;IG
36;VITE;0;S;S
36;CA;43,00;D;AG
36;FE;0,890;D;AG
36;NA;21000,00;S;CG
36;FACIDCTG;0;S;S
36;FAPU;0;S;U
36;FAMCIS;0;S;U
36;FASAT;0;S;U
37;ENERC;1965,00;S;S
37;CHOAVL;1,700;S;S
37;FAT;37,000;F;E
37;PROT;2,3;L;P
37;FIBC;3,5;L;P
37;STARCH;1,7;L;P
37;SUGAR;0;S;S
37;RIBF;0,327;S;R
37;THIA;0,0510;S;R
37;VITC;0,90;S;R
37;VITA;0,86;S;S
37;VITD;0,002;S;R
37;VITE;0,202;S;S
37;CA;204,15;S;R
37;FE;0,068;S;R
37;NA;7,2;L;P
37;FACIDCTG;39,731;S;R
37;FAPU;0,686;S;R
37;FAMCIS;13,3567;S;R
37;FASAT;23,9353;S;R
38;ENERC;1223,23;S;S
38;CHOAVL;15,000;S;S
38;FAT;21;L;P
38;PROT;11,00;L;P
38;FIBC;0,5;L;P
38;STARCH;11;L;P
38;SUGAR;4;L;P
38;RIBF;0,300;F;E
38;THIA;0;F;E
38;VITC;0;F;E
38;VITA;0;S;S
38;VITD;0;F;E
38;VITE;0,638;S;S
38;CA;60,00;F;E
38;FE;2,900;F;E
38;NA;19000,00;L;P
38;FACIDCTG;12,1700;S;CG
38;FAPU;0,5000;S;CG
38;FAMCIS;5,3000;S;CG
38;FASAT;6,3000;S;CG
39;ENERC;1700,00;S;S
39;CHOAVL;97,000;L;P
39;FAT;0;L;P
39;PROT;3,00;L;P
39;FIBC;0;S;E
39;STARCH;97,00;L;P
39;SUGAR;0;S;S
39;RIBF;0;F;E
39;THIA;0;F;E
39;VITC;0;F;E
39;VITA;0;S;S
39;VITD;0;S;IG
39;VITE;0;S;S
39;CA;0;F;E
39;FE;0;F;E
39;NA;0;S;IG
39;FACIDCTG;0;S;S
39;FAPU;0;S;U
39;FAMCIS;0;S;U
39;FASAT;0;S;U
40;ENERC;1753,27;S;S
40;CHOAVL;54,560;S;S
40;FAT;18,000;S;CG
40;PROT;6,51;S;S
40;FIBC;4,702;S;R
40;STARCH;10,89;S;R
40;SUGAR;43,760;S;S
40;RIBF;0,048;S;R
40;THIA;0,0630;S;R
40;VITC;0,48;S;R
40;VITA;0,70;S;S
40;VITD;0;S;R
40;VITE;2,016;S;S
40;CA;30,60;S;R
40;FE;2,045;S;R
40;NA;43,27;S;R
40;FACIDCTG;8,132;S;R
40;FAPU;2,342;S;R
40;FAMCIS;5,0815;S;R
40;FASAT;0,5230;S;R
43;ENERC;1702,22;S;S
43;CHOAVL;77;I;CG
43;FAT;2,16;I;AG
43;PROT;11,7;I;AG
43;FIBC;14,3;I;AG
43;STARCH;67,2;S;CG
43;SUGAR;9,8;I;D
43;RIBF;0;S;IG
43;THIA;0;S;IG
43;VITC;0;S;IG
43;VITA;0;S;S
43;VITD;0;S;U
43;VITE;0;S;S
43;CA;31,00;D;AG
43;NA;2;D;AG
43;FACIDCTG;1,627;S;T
43;FAPU;1,016;I;AG
43;FAMCIS;0,289;I;AG
43;FASAT;0,250;I;AG
44;ENERC;2130,45;S;S
44;CHOAVL;60;S;CG
44;FAT;26;S;CG
44;PROT;8;S;CG
44;FIBC;1,2;S;CG
44;STARCH;2;S;CG
44;SUGAR;58;S;CG
44;RIBF;0,085;S;R
44;THIA;0,0605;S;R
44;VITC;0,05;S;R
44;VITA;59,19;S;S
44;VITD;0,179;S;R
44;VITE;1,255;S;S
44;CA;166,12;S;R
44;FE;1,246;S;R
44;NA;100;S;CG
44;FACIDCTG;21,557;S;R
44;FAPU;0,945;S;R
44;FAMCIS;7,0553;S;R
44;FASAT;12,6245;S;R
62;ENERC;1011,07;S;S
62;CHOAVL;0;S;S
62;FAT;0,780;L;P
62;PROT;1,13;S;S
62;FIBC;0;S;R
62;STARCH;0;S;IG
62;SUGAR;0;L;P
62;RIBF;0;S;R
62;THIA;0;S;R
62;VITC;0;S;R
62;VITA;0;S;S
62;VITD;0;S;R
62;VITE;0;S;S
62;CA;270,00;D;AG
62;FE;2,400;D;AG
62;NA;0,95;S;R
62;FACIDCTG;0;S;R
62;FAPU;0;S;R
62;FAMCIS;0;S;R
62;FASAT;0;S;R
63;ENERC;1769,54;S;S
63;CHOAVL;69,126;S;R
63;FAT;13,000;L;P
63;PROT;5,47;S;S
63;FIBC;2,200;S;IG
63;STARCH;17,03;S;R
63;SUGAR;52,096;S;R
63;RIBF;0,049;S;R
63;THIA;0,0378;S;R
63;VITC;0;S;R
63;VITA;56,16;S;S
63;VITD;0;S;R
63;VITE;0,259;S;S
63;CA;152,80;S;R
63;FE;1,477;S;R
63;NA;110,80;S;R
63;FACIDCTG;15,250;S;R
63;FAPU;0,491;S;R
63;FAMCIS;4,8646;S;R
63;FASAT;9,1986;S;R
65;ENERC;773,20;S;S
65;CHOAVL;0;S;S
65;FAT;0;S;IG
65;PROT;0;S;IG
65;FIBC;2,4;F;E
65;STARCH;0;S;U
65;SUGAR;0;S;IG
65;RIBF;0;S;U
65;THIA;0;S;U
65;VITC;0;S;U
65;VITA;0;S;S
65;VITD;0;S;U
65;VITE;0;S;S
65;CA;1152,00;F;E
65;FE;7,400;F;E
65;NA;24,00;F;E
65;FACIDCTG;0;S;S
65;FAPU;0;S;S
65;FAMCIS;0;S;S
65;FASAT;0;S;S
66;ENERC;1595,10;S;S
66;CHOAVL;92,700;F;E
66;FAT;0;S;IG
66;PROT;0;S;IG
66;FIBC;2,4;F;E
66;STARCH;11,7;S;CG
66;SUGAR;81,000;F;E
66;RIBF;0;S;U
66;THIA;0;S;U
66;VITC;0;S;U
66;VITA;0;S;S
66;VITD;0;S;I
66;VITE;0;S;S
66;CA;1152,00;F;E
66;FE;7,400;F;E
66;NA;24,00;F;E
66;FACIDCTG;0;S;S
66;FAPU;0;S;S
66;FAMCIS;0;S;S
66;FASAT;0;S;S
68;ENERC;1412,92;S;S
68;CHOAVL;81,600;S;R
68;FAT;0,250;L;P
68;PROT;0,31;S;S
68;FIBC;1,400;S;R
68;STARCH;80,70;S;R
68;SUGAR;0,900;S;R
68;RIBF;0;S;IG
68;THIA;0;S;IG
68;VITC;0;S;IG
68;VITA;0;S;S
68;VITD;0;S;R
68;VITE;0;S;S
68;CA;18,00;S;R
68;FE;0,600;S;R
68;NA;3,70;S;R
68;FACIDCTG;0;S;R
68;FAPU;0;S;R
68;FAMCIS;0;S;R
68;FASAT;0;S;R
69;ENERC;1406,90;S;S
69;CHOAVL;79,5;F;E
69;FAT;0,2;L;CG
69;PROT;0;L;P
69;FIBC;6;S;CG
69;STARCH;1,90;F;E
69;SUGAR;58,700;S;S
69;RIBF;0;F;E
69;THIA;0;F;E
69;VITC;0;F;E
69;VITA;0;S;S
69;VITD;0;F;E
69;VITE;0;S;S
69;CA;5,00;F;E
69;FE;0,100;F;E
69;NA;100,00;L;P
70;ENERC;0;S;S
70;CHOAVL;0;L;P
70;FAT;0;L;P
70;PROT;0;L;P
70;FIBC;0;F;E
70;STARCH;0;F;E
70;SUGAR;0;S;S
70;RIBF;0;S;IG
70;THIA;0;S;IG
70;VITC;0;S;IG
70;VITA;0;S;S
70;VITD;0;S;U
70;VITE;0;S;S
70;CA;0;S;U
70;FE;0;S;U
70;NA;10550,00;L;P
70;FACIDCTG;0;S;S
70;FAPU;0;S;U
70;FAMCIS;0;S;U
70;FASAT;0;S;U
73;ENERC;1662,13;S;S
73;CHOAVL;48,038;S;S
73;FAT;16,980;S;IG
73;PROT;8,39;S;S
73;FIBC;5,335;S;R
73;STARCH;0;S;R
73;SUGAR;48,038;S;S
73;RIBF;0,524;S;R
73;THIA;0,1594;S;R
73;VITC;1,53;S;R
73;VITA;1,21;S;S
73;VITD;0,002;S;R
73;VITE;0,178;S;S
73;CA;317,21;S;R
73;FE;1,419;S;R
73;NA;226,50;S;R
73;FACIDCTG;16,848;S;R
73;FAPU;0,575;S;R
73;FAMCIS;3,7001;S;R
73;FASAT;9,9891;S;R
74;ENERC;735,00;S;S
74;CHOAVL;37,800;S;S
74;FAT;0;F;E
74;PROT;5,2;F;E
74;FIBC;0,500;F;E
74;STARCH;37,80;F;E
74;SUGAR;0;S;S
74;RIBF;0;F;E
74;THIA;0;F;E
74;VITC;0;F;E
74;VITA;0;S;S
74;VITD;0;F;E
74;VITE;0;S;S
74;CA;11300,00;F;E
74;FE;0;F;E
74;NA;11800,00;F;E
74;FACIDCTG;0;S;IG
74;FAPU;0;S;IG
74;FAMCIS;0;S;IG
74;FASAT;0;S;U
75;ENERC;12,50;S;S
75;CHOAVL;0,300;F;E
75;FAT;0,200;F;E
75;PROT;0;F;E
75;FIBC;0;S;R
75;STARCH;0;S;R
75;SUGAR;0;S;R
75;RIBF;0;S;IG
75;THIA;0;S;IG
75;VITC;0;S;IG
75;VITA;2,88;S;S
75;VITD;1,025;S;R
75;VITE;0,149;S;S
75;CA;12,34;S;R
75;FE;0,054;S;R
75;NA;160,00;S;K
75;FACIDCTG;0,175;S;R
75;FAPU;0,077;S;R
75;FAMCIS;0,0459;S;R
75;FASAT;0,0444;S;R
79;ENERC;0;S;S
79;CHOAVL;0;F;E
79;FAT;0;F;E
79;PROT;0;F;E
79;FIBC;0;F;E
79;STARCH;0;F;E
79;SUGAR;0;S;S
79;RIBF;0;S;IG
79;THIA;0;S;IG
79;VITC;0;S;IG
79;VITA;0;S;S
79;VITD;0;F;E
79;VITE;0;S;S
79;CA;230,00;F;E
79;FE;0,300;F;E
79;NA;38700,00;F;E
79;FACIDCTG;0;S;S
79;FAPU;0;S;U
79;FAMCIS;0;S;U
79;FASAT;0;S;I
100;ENERC;1272,05;S;S
100;CHOAVL;55,400;S;S
100;FAT;1,900;F;E
100;PROT;8,75;S;S
100;FIBC;13,900;D;AG
100;STARCH;53,00;S;CG
100;SUGAR;2,400;S;S
100;RIBF;0,160;D;AG
100;THIA;0,3100;D;AG
100;VITC;0;F;E
100;VITA;0,54;S;S
100;VITD;0;F;E
100;VITE;1,020;S;S
100;CA;30,00;F;E
100;FE;4,900;F;E
100;NA;5;L;P
100;FACIDCTG;0,9752;S;S
100;FAPU;0,5910;S;S
100;FAMCIS;0,1857;S;S
100;FASAT;0,1556;S;S
103;ENERC;1236,45;S;S
103;CHOAVL;52,000;S;S
103;FAT;2,500;F;E
103;PROT;8,75;S;S
103;FIBC;13,900;D;AG
103;STARCH;49,60;D;AG
103;SUGAR;2,400;S;S
103;RIBF;0,100;D;AG
103;THIA;0,2400;D;AG
103;VITC;0;F;E
103;VITA;0,54;S;S
103;VITD;0;F;E
103;VITE;0,390;S;S
103;CA;30,00;F;E
103;FE;3,500;F;E
103;NA;5;L;P
103;FACIDCTG;0,5744;S;S
103;FAPU;0,3494;S;S
103;FAMCIS;0,1056;S;S
103;FASAT;0,0941;S;S
110;ENERC;1435,63;S;S
110;CHOAVL;70,000;S;S
110;FAT;1,200;F;E
110;PROT;10,19;S;S
110;FIBC;3,500;S;CG
110;STARCH;69,6;S;CG
110;SUGAR;0,400;S;S
110;RIBF;0,050;F;E
110;THIA;0,0800;E;E
110;VITC;0;F;E
110;VITA;0,36;S;S
110;VITD;0;F;E
110;VITE;0,390;S;S
110;CA;13,00;F;E
110;FE;1,200;E;E
110;NA;4;L;P
110;FACIDCTG;0,79;D;I
110;FAPU;0,4870;S;S
110;FAMCIS;0,1156;S;S
110;FASAT;0,1462;S;S
111;ENERC;1372,02;S;S
111;CHOAVL;60,700;S;S
111;FAT;2,200;F;E
111;PROT;10,56;S;S
111;FIBC;9,900;S;CG
111;STARCH;60;F;CG
111;SUGAR;0,700;S;S
111;RIBF;0,150;F;E
111;THIA;0,3500;F;E
111;VITC;0;F;E
111;VITA;0,36;S;S
111;VITD;0;F;E
111;VITE;1,000;S;S
111;CA;26,00;F;E
111;FE;5,200;F;E
111;NA;2;L;P
111;FACIDCTG;1,4069;S;T
111;FAPU;0,8526;S;S
111;FAMCIS;0,2521;S;S
111;FASAT;0,2402;S;S
112;ENERC;1323,13;S;S
112;CHOAVL;63,600;S;S
112;FAT;1,100;F;E
112;PROT;10,19;S;S
112;FIBC;3,500;S;CG
112;STARCH;63,20;S;I
112;SUGAR;0,400;S;S
112;RIBF;0,050;F;E
112;THIA;0,0800;F;E
112;VITC;0;F;E
112;VITA;0,36;S;S
112;VITD;0;F;E
112;VITE;0,150;S;S
112;CA;13,00;F;E
112;FE;1,200;E;E
112;NA;3;L;P
112;FACIDCTG;0,4108;S;S
112;FAPU;0,2592;S;S
112;FAMCIS;0,0524;S;S
112;FASAT;0,0811;S;S
113;ENERC;1293,63;S;S
113;CHOAVL;59,400;S;S
113;FAT;1,800;F;E
113;PROT;10,19;S;S
113;FIBC;5,500;S;CG
113;STARCH;58,90;S;I
113;SUGAR;0,500;S;S
113;RIBF;0,120;F;E
